teg1m,teg2m,teg3m,teg4m,teg5m,teg6m,teg7m,teg8m,teg9m,teg10m,teg11m,teg12m,teg13m,teg14m,teg15m,teg16m,spaar1m,spaar2m,spaar3m,spaar4m,spaar5m,spaar6m,teg1v,teg2v,teg3v,teg4v,teg5v,teg6v,teg7v,teg8v,teg9v,teg10v,teg11v,teg12v,teg13v,teg14v,teg15v,teg16v,spaar1v,spaar2v,spaar3v,spaar4v,spaar5v,spaar6v,educm,heightm,BMIm,healthm,consm,extram,agreem,emom,autom,riskym,Agem,educv,heightv,BMIv,healthv,consv,extrav,agreev,emov,autov,riskyv,Agev
4,3,5,4,4,3,4,3,5,4,5,5,5,4,5,4,6,5,6,5,4,2,4,6,2,2,3,6,5,2,1,2,1,4,2,3,2,4,7,7,4,7,2,1,2,183,24.784258,3,-0.722279,-0.787161,-0.319,-0.618849,-0.386083,0.275773,40,2,158,20.829996,4,-1.05298,0.877678,-0.513313,-0.280498,0.697481,-0.804149,38
6,4,3,4,5,5,5,1,6,3,4,3,3,3,2,4,5,3,2,6,2,3,3.5,2,3,5.5,4.5,4.5,3,4,3.5,2,2,4.5,5,2,2.5,2,5,2,3.5,5.5,2,3,2,185,26.296566,3,-1.587619,-0.501601,-0.322721,-0.451343,0.419397,-0.083105,29,2,167,19.721037,3,-0.773033,-0.901905,-0.475425,-0.643451,0.187238,0.224948,27
6,2,2,3,4,5,3,4,2,2,2,6,3,2,2,2,5,5,5,5,2,3,3,5,5,3,2,3,3,2,2,3,5,5,3,5,2,2,5,4,2,6,2,3,3,191,28.233875,4,-0.783476,0.898007,-1.119422,-0.953183,0.066275,0.17586,37,2,176,24.535124,3,-1.852753,0.044276,-0.771109,0.200552,-1.179511,-0.17239,32
5,5,5.5,2.5,3.5,4,5,5,4,2.5,3.5,4,2.5,6,4,4,4,5,2,5,6,4,5,5,4,4,4.5,2.5,4.5,4,3,2.5,3.5,3.5,4.5,3.5,3.5,4,3,2.5,2,2.5,3,2,2,175,23.836735,3,-0.207068,0.178857,-0.53898,0.318366,0.183498,0.521056,30,2,168,17.71542,3,-1.01874,0.064604,0.225981,-0.123867,0.270635,0.626077,28
6.5,5,5,2,3,5.5,4.5,3,2.5,2,3.5,4,3,3.5,3,4.5,6,6.5,2,6,1,1,5.5,4.5,3.5,3.5,3,5.5,4,3.5,5,4,4,5.5,3.5,4.5,5,4.5,5,6.5,1.5,5.5,1.5,2,2,176,22.598141,3,-0.630752,1.16373,-0.529184,-0.068865,-0.092253,-0.835797,35,1,158,39.256531,3,0.078223,-0.22768,-0.537119,-0.652543,-0.374031,-0.548535,34
5,4,4,2.5,3,1,4,3,3,1.5,3,4,4,4,4,1.5,3.5,4,3.5,6,5,4.5,4.5,5,2,4.5,3.5,3.5,3,3.5,2,3,2.5,5,5.5,4.5,4.5,5,4.5,5,3,5.5,2.5,3,1,194,24.178978,3,-1.542936,0.462451,-0.545054,0.216936,-0.120052,0.634482,25,1,171,28.042816,2,-0.598697,0.073294,0.245572,-0.623683,-0.181677,0.013127,28
6,5,2,2,3,6,5,2,3,3,5,5,2,2,2,5,7,7,5,7,1,1,3,6,5,2,2,6,6,2,2,4,5,5,2,5,5,6,7,7,2,7,1,1,1,190,20.498615,4,-1.05298,0.879644,-0.790701,-0.954081,-0.318432,-0.810116,30,2,168,20.549887,4,-0.190554,0.309507,-0.755239,-0.341413,-0.250781,-1.117096,29
6,4,4,3,3,4.5,4,5,4,2.5,4.5,5,3,4,4.5,5,4,6.5,3,4,3,4,6,7,2,3.5,3.5,5,5.5,3,5.5,3.5,3,4.5,1.5,4,5,5.5,5.5,6.5,2,5,2.5,1,2,189,19.316368,3,0.069965,0.330818,-0.806572,-0.524299,-0.50102,0.29513,29,1,168,20.195578,3,-0.189097,-0.227189,-0.245721,-0.485462,0.465275,-0.48975,26
4,3,2,6,3,2,6,4,5,2,2,2,5,6,4,3,4,1,7,7,1,5,7,6,3,1,6,1,2,7,5,1,5,1,6,1,5,4,4,7,4,6,5,1,1,182,22.944088,4,-1.008298,-1.317624,-0.560925,0.091853,0.753079,0.700149,40,1,178,24.618103,4,-0.18327,0.862264,1.258533,0.096381,-0.521385,-0.030411,40
5.5,4.5,4,4,2,3.5,3.5,3.5,3,2.5,2,3.5,2.5,5,4.5,2.5,5,2,2,5,5,4,6,6,4,4,6,3,5,5,3,3,2,5,5,5,6,4,4,5,2,4.5,3,2,1,172,27.041645,3,-0.598697,0.206893,-1.040562,0.208128,-0.262788,0.574517,29,2,168,29.407597,4,0.101292,0.349181,0.997016,-0.048875,1.169279,0.035653,26
6,2,5.5,2,2.5,3,6,2,6,3.5,2,5,3.5,5.5,4,5,6,6.5,1.5,7,3,1.5,5,5,2,2,4,5,5,3,3,4,4,4,4,3,4,3.5,5,5,2.5,6.5,2.5,2,1,188,22.634676,3,-1.277802,0.028861,-1.351552,-0.566524,0.632117,-0.744478,43,1,161,25.847769,2,-0.476572,0.595067,-0.025741,-0.629591,0.177472,-0.334543,38
5,2,2,3,5,5,5,4,2,2,3,3,3,3,5,3,5,2,3,4,5,3,4,4,4,1,3,1,3,1,2,4,6,5,4,2,7,3,4,7,2,6,4,2,2,172,22.985397,3,0.078951,0.61343,-0.877497,-0.571595,0.673375,0.694499,32,1,167,24.740938,3,-1.216605,0.859316,-0.545054,-0.726387,-1.191564,-0.230457,27
5,6,4,2,4,2,4,5,5,4,3,3,4,5,5,4,4.5,4,3.5,5,4,3,6,3,5,3,5,3,4,5,5,2,5,3,2,3,6,3,4,5,2,5,2,4,2,194,22.850462,3,-0.452774,0.027879,0.251647,0.06863,0.121873,0.381293,36,1,171,25.990904,3,0.101292,0.047224,-0.861626,-0.080952,-0.144158,0.087882,35
3,5,5,4,6,2,6,4,2,4,2,3,6,5,3,3,6,4,6,6,5,4,5.5,5.5,2.5,2,3,5.5,4,3.5,3.5,3,4,3.5,3,4,3.5,2.5,6,4.5,2.5,6,2.5,2,1,180,25.308641,3,-1.295773,-0.220955,0.981145,0.182654,1.478856,0.568597,30,2,176,24.212294,4,-0.352991,0.595558,-0.39049,-0.030836,-0.374031,-0.330723,27
4,3,2.5,2,3.5,4,4.5,5,3.5,5,4,3.5,5,4,4,3,6.5,1.5,1,6.5,1,2,5.5,4,3,3,4.5,4.5,4.5,4,3.5,3.5,3.5,4,2.5,3,4,4,5,5.5,2,5.5,3,2,2,179,23.095409,3,-0.207068,0.168693,-0.439962,-0.723372,-0.098279,-0.497126,36,1,167,22.589552,3,-0.34182,0.330327,-0.574442,-0.649145,0.270635,-0.245646,36
5,1,1,2,4,1,2,2,3,1,2,1,4,2,2,1,2,3,4,5,2,2,4,7,6,4,2,4,4,4,2,4,4,6,4,2,4,4,7,7,2,7,1,2,3,169,22.408178,4,-2.385935,0.595067,-1.135293,-0.293355,-0.243301,0.457505,42,1,160,21.484375,4,-0.475116,0.063622,0.045184,-0.339352,-0.615956,-1.004195,40
5,5,4,1,3,2,5,2,6,2,5,3,5,4,1,1,4,2,2,6,6,6,6,4,2,3,2,6,3,3,2,2,1,6,2,2,6,6,6,6,3,6,3.5,3,2,186,23.702162,3,-2.40682,0.009516,-0.006149,0.482084,-0.318432,0.884156,39,2,168,24.09297,3,0.36497,0.898007,-1.310015,-1.217404,-0.163598,-0.192293,41
6,5,3,2,3,6,3,3,6,2,5.5,2.5,2.5,5.5,6,2,5,1,2,6,6,5,6,5.5,5.5,5,3.5,6,4,5.5,4,3,3.5,3,5,5.5,6,2.5,6,2.5,1,6,3,1.5,3,194,21.256245,4,0.36497,0.028861,-0.659943,0.491742,-1.064575,0.754441,37,2,165,23.507805,3,1.035089,-0.199644,0.253508,0.58349,-0.126079,-0.307946,32
4,3.5,5,4.5,3,4.5,4.5,5,2.5,3,2.5,4.5,5,3.5,4,5,4.5,6,5.5,6.5,3,4.5,4.5,4.5,2,2.5,3.5,5,3.5,4,4,4,4.5,4.5,4,4,4,4,5,5,2.5,5.5,4,2.5,2,168,25.510204,3,-0.073772,-0.210791,-0.422231,-0.547796,0.161725,0.272599,43,2,168,26.57313,3,-0.208525,0.036569,-0.285398,-0.698618,-0.534845,0.014904,37
3,3,3,3,3,3,4,4,4,4,4,3,5,4,2,3,1,1,1,3,5,7,3,4,3,3,2,2,5,4,3,5,3,6,5,5,5,5,6,3,2,6,2,3,1,196,21.605581,3,-1.316658,-0.522913,-0.560925,-0.461525,-0.374031,1.58569,27,1,169,22.758307,3,-0.720822,-0.239318,-0.525463,-0.985358,-0.052401,-0.189205,26
4,5,3,3,2,5,3,4,4,4,6,3,5,5,6,3,5,5,5,6,3,3,5,6,3,4,7,4,5,6,4,3,4,3,6,4,3,5,6,4,3,5,3,2,3,183,23.888441,3,0.366426,-0.238336,-0.248075,-0.051978,-1.433489,0.153598,28,1,170,20.761246,3,-0.226496,-0.21899,1.500459,-0.177198,0.903248,-0.050215,23
3,5,3,4.5,3.5,5,3.5,4,3.5,3,3,3,4,4.5,4.5,3,4.5,3.5,3,4,3,3,5.5,4,4.5,3.5,5,2.5,4,4,3,2.5,3.5,2.5,4.5,4,4.5,3.5,4,4,3,4.5,3.5,5,2,193,24.69865,4,-0.064787,-0.778962,-0.146704,0.020992,-0.153878,0.397035,35,2,164,24.167162,3,-0.731264,0.339509,0.069555,0.058155,0.23681,0.620112,37
3,6,2,2,6,4,3,2,3,3,5,3,4,4,4,2,5,5,6,6,3,4,4.5,3,4,5,5,5,5,5,5,3,3,5,4,5.5,4.5,5,6,3,2,6,3,4,2,180,23.148148,4,-1.011211,0.025913,0.735498,0.111693,-0.211809,0.368825,34,2,174,27.744749,3,0.203261,-0.910104,-0.338591,-0.53428,0.673375,0.031989,28
6,3,6,2,2,3,4,4,2,4,5,2,3,3,4,3,5,4,3,5,3,3,5,6,5,2,4,5,6,3,2,3,3,3,3,3,5,2,5,4,3,6,5,3,2,180,23.148148,3,-0.741707,1.163238,-1.325885,-0.113458,-0.869934,0.168786,36,1,182,22.642193,3,-0.189097,0.878661,-0.00987,0.331483,0.741027,0.254818,33
6,6,6,6,5,6,3,5,3,2,6,2,4,5,6,3,4.5,5.5,1,4.5,2,1.5,7,4,2,2,5,5,4,5,3,3,3,2,4,3,5,3,4.5,4,2.5,5.5,2.5,2,2,187,21.733536,4,0.901065,-0.181281,0.493573,0.845041,-0.707713,-0.32911,29,2,168,20.549887,4,0.346999,1.164221,-0.061203,-0.304979,0.363799,-0.061652,27
4,5,4.5,1,5,4,4,2.5,4,1,3,1,5.5,4,5,2,4,3.5,1,5,2,2.5,4,5,4,4,2,4,4,4,4,2,5,1,2,4,4,4,1,6,1,4,1,1,2,176,27.117769,3,-0.589712,0.292127,0.608461,0.800943,0.363799,-0.049867,32,2,162,19.051973,3,-0.475116,-0.503567,-1.032627,0.332431,-0.869934,-0.101867,24
3,5,6,3,6,6,5,4,5,2,3,3,2,4,6,2,6,6,3,6,3,3,6,5,5,4,5,4,5,6,3,3,4,4,3,3,3,4,5,5,4,4,4,3,2,178,22.724403,3,0.633017,-0.806507,-0.064925,0.581314,0.915301,-0.24644,27,1,168,22.321428,3,-0.226496,0.349181,-0.045333,-0.206293,0.419397,0.420677,27
5,5,5,3,4,4,5,3,3,3,5,5,3,4,6,2,4,2,6,4,4,5,4,6,3,2,6,5,5,2,5,2,3,5,6,4,4,5,3,4,6,5,4,5,2,182,23.849777,3,-0.168212,0.329836,-0.287258,0.068393,-0.076507,1.225086,33,2,177,23.939482,3,-0.74462,-0.256698,1.258533,-0.294703,0.915301,1.02206,29
4.5,4.5,4,5,4,5,5,3,3,2,4,3,4.5,5,5,4,5,4,4,6,4,3,6,6,3,3,3,6,5,5,3,3,3,3,3,3,3,6,6,4,3,6,3,2,1,172,28.731747,3,-0.189097,-0.342915,-0.033676,0.138688,0.177472,0.24885,34,1,170,20.761246,3,0.038639,0.614413,-0.251796,-0.444759,0.189524,-0.18077,21
7,4,3,3,6,7,6,4,6,4,4,7,3,3,3,3,1,4,1,3,2,1,6,5,5.5,2.5,6,3.5,5,4,4,3.5,4,3,4.5,4.5,4.5,3.5,4,1,1,1,1,1,2,185,24.251278,4,0.037182,0.048207,-0.080795,-0.968098,0.970899,0.315553,46,1,165,26.446281,4,-0.464673,0.463434,0.588869,0.177057,0.661323,0.417924,38
4,3.5,5.5,5,4.5,4,4.5,3,3.5,3,3.5,4,4,3,4,4,4,5.5,3.5,5,4,4,3.5,4,3,3,3.5,4,3,4,4,4,4,4,4.5,4,4,4,4.5,4.5,3,6,3.5,3.5,1,176,21.952478,3,-0.743163,-0.627001,-0.32086,-0.355676,0.270635,0.413316,30,1,173,20.047445,3,-0.475116,-0.380624,-0.293333,-0.586511,-0.562644,0.157235,29
3.5,7,3,4,5.5,5,5,4.5,3.5,1,4,2,3.5,6,6.5,2.5,7,5.5,1.5,6.5,2,1.5,5,5,3,2,3,6,5,5.5,2,5,5,5.5,4.5,2.5,5,4.5,4,4.5,2.5,6,2.5,2,1,184,26.583176,3,0.644188,-0.504058,0.761165,0.970696,0.54036,-0.80431,40,1,164,36.064842,3,0.747613,0.878661,-0.136908,-1.045222,-0.318432,-0.118522,39
6.5,5.5,3.5,3.5,5.5,2,5.5,2.5,3,2,2.5,1,5.5,5.5,4,2,5,4,3,6,3,4,5,4,4,2,4.5,5,4,4,4.5,4.5,4.5,4,5,4,4,4,1,4,1,4,1,1,1,184,23.038752,4,-1.410369,0.624085,0.868118,0.812163,1.076116,0.151131,32,2,171,27.016859,3,-0.208525,0.169676,0.079351,-0.538719,-0.138131,0.076703,28
4.5,5,2.5,2,3.5,3.5,4.5,4.5,4,2.5,4,3.5,4.5,5,4,3.5,6,4.5,2.5,5,3.5,2.5,4,6,5,4,4,5,4,3,4,2,4,4,5,6,6,3,3,5,4,5,3,3,1,194,26.570305,3,-0.474387,0.169184,-0.015945,-0.033901,-0.098279,-0.035423,31,1,172,28.731747,3,0.098379,-0.503567,0.513164,0.60333,-0.132105,0.394028,30
3,5.5,5,1.5,1.5,6.5,4.5,4,1,4.5,3,2.5,4.5,4.5,4.5,2.5,7,7,1,2.5,2.5,3.5,5.5,5.5,5,3,2.5,6,5,4.5,1.5,2,4,3,4.5,5.5,5,4,6.5,6,1,6,3,2.5,2,188,24.049343,4,0.3351,0.725717,-0.361102,0.248237,-0.328152,-0.187231,40,1,180,19.444445,4,0.479566,0.897515,-0.119177,0.460778,-0.185417,-0.560593,37
4.5,6,4.5,2.5,6,4,3,4,3.5,2,1.5,3,3,4,4,2,5,3.5,6,6,3,2.5,5,5,3,3,4,5,4,5,4,3,4,4,3,4,4,4,5,6,1,5,4,1,2,178,21.461937,4,-0.475116,0.178366,0.473981,0.544033,0.677115,0.333402,28,2,170,19.031141,3,0.059523,0.046241,-0.287258,-0.308767,-0.132105,-0.331944,30
6.5,6,3.5,1.5,4.5,5,5,4.5,4,6,5,4.5,3,3,3.5,3.5,5.5,4,1.5,5,4.5,3.5,5,4.5,3,2.5,4.5,5,5,4,4,2.5,3,4,4.5,4.5,4,4,6,3.5,1.5,6,3.5,2.5,3,184,18.312855,4,-0.218238,0.870954,0.111092,-0.65716,0.044456,0.181137,38,2,168,21.258503,4,-0.208525,0.178857,0.087287,-0.242509,0.552413,-0.17902,35
3,2,6,6,3,4,4,2,5,3,6,4,2,5,6,4,5,6,4,6,3,3,5.5,5.5,3.5,2,2.5,5.5,4.5,4,2,3,3,4,3,4,4,3,6,4,3,5,3,3,1,176,24.212294,4,-0.43626,-1.602201,-1.622865,-0.240741,-0.881987,-0.038013,49,2,170,25.951557,1,-0.075229,1.02095,-0.511453,-0.045359,-0.086227,0.062686,38
4,5,5,2,2,4,3.5,4,2.5,3.5,4,2,3,3.5,5,3,6,4,5,6,4,4,7,7,1,1,4,7,1,7,1,1,1,1,4,4,7,1,7,1,1,7,1,1,2,192,23.871529,3,-0.18764,0.452287,-0.771109,0.182218,-0.770744,0.357977,46,2,170,34.602077,2,1.991227,1.996641,0.529035,0.803127,-0.2989,-0.683711,42
4.5,6.5,4,1,2.5,4,2.5,4.5,3,1,2.5,2.5,5.5,6,6,2,5,4.5,5.5,4.5,1.5,2.5,5,2,4,3,4,2,2,2,3,3,4,6,4,4,4,2,5,4,5,5,4,3,1,192,24.956596,4,0.233859,0.71801,0.419729,1.022228,-0.578391,0.226347,50,1,178,24.618103,4,-1.544393,0.329836,-0.857905,-0.593282,-0.751258,0.481733,33
4.5,4,3,3.5,2,4,3.5,3.5,2.5,4.5,2.5,4,4.5,4,4.5,4.5,6,4.5,2,5.5,1,1,6,3.5,4.5,2,3,4,4.5,4,2.5,3,4,5,5,3.5,4,2,3,2,1,7,5,1.5,1,194,26.304602,3,-0.465402,0.196729,-0.656221,-0.723737,-0.389777,-0.591949,45,1,174,23.450918,4,-0.475116,1.021441,-0.422231,-0.264385,-0.219242,0.14103,41
5,6,5,5,3,5,5,6,4,6,5,2,4,6,6,2,6,4,4,6.5,3,4.5,6,6,4,3.5,4.5,5.5,4.5,4,3,3,4,3,3.5,5,3.5,3.5,5,6,2.5,6,2,1.5,2,183,21.798203,3,0.902522,-0.484221,0.009722,0.439087,-0.318432,0.138529,44,2,168,19.84127,4,-0.218967,0.481797,0.241851,0.275381,0.143646,-0.469147,42
6,4,2,3,5,5,5,3,2,2,2,5,3,4,5,3,6,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,186,22.545959,3,-0.189097,0.898007,-0.322721,-0.418602,0.927354,0.095521,27,1,172,20.619253,3,-0.475116,-0.503567,-0.303129,-0.469194,-0.132105,0.728962,27
7,4,1,2,4,7,4,7,4,1,7,3,1,4,1,4,1,7,7,6.5,4,1,6,5,4,2,5,5,4,5,4,2,4,1,3,5,4,4,5.5,5,2.5,6,1.5,3,2,187,26.880951,3,0.266374,0.880627,-1.087681,-0.275717,-0.89404,0.421298,37,2,167,20.079601,3,0.059523,0.59605,-0.045333,0.464589,0.109821,-0.317709,30
4,4,3.5,2.5,3.5,5,4,4,3.5,2.5,4.5,4,5.5,3.5,4,4,6.5,7,4.5,5.5,6,3.5,5,4,4.5,1.5,6,3,4,4.5,3,2.5,4,2.5,4,4,2.5,3,5,4,1,4,3,1,2,185,24.835646,4,-0.208525,0.036077,-0.031816,-0.385357,-0.380057,0.211323,35,1,172,18.591131,4,-1.038896,0.727683,0.180722,0.125856,0.351746,-0.131111,34
4,5,3,3,3,4,3,3,5,4,4,4,3,3,4,5,1,7,3,7,1,1,4,4,5,3,4,4,4,4,3,4,4,4,5,4,4,4,4,5,4,4,3,5,1,184,26.583176,3,-0.743163,-0.52193,-0.529184,-0.715378,-0.683607,-0.378166,43,2,170,26.98962,3,-0.475116,0.045259,-0.041612,-0.351878,-0.132105,0.644284,35
4,2,2,4,4,3,4,3,4,1,2,4,4,3,4,2,4,4,3,7,1,1,6,3.5,5,3.5,5,4.5,4,4,4,3,1.5,4.5,4.5,4.5,4,3.5,5.5,5,1.5,5.5,4,3,2,191,22.477453,3,-1.009754,-0.503567,-0.857905,-0.42542,0.375852,-0.428612,41,1,164,19.705532,3,-0.34182,0.198203,-0.069139,-0.212533,0.744766,-0.084023,38
4.5,5,4,2.5,3,4.5,4.5,3,3.5,2.5,3.5,3,3.5,4.5,4,2,4.5,3,4.5,5,4,4,5,4,3,2,3,4,3,5,3,3,5,3,4,3,4,4,4,4,4,4,3,3,1,172,22.647377,3,-0.609868,0.178366,-0.398425,0.343236,-0.092253,0.685805,28,3,163,21.453573,3,-0.207068,0.595067,-0.545054,-0.451343,-0.937585,0.507769,27
5,6,6.5,1.5,6,5.5,7,5,5,2.5,2,2,1,7,6,5,7,7,1.5,7,1,1,6.5,1.5,1,3.5,3,5.5,2.5,6.5,3.5,4.5,5,2,6,4,5,2.5,4,5.5,1,7,1,1,1,170,30.103806,3,0.76777,0.160494,-0.049054,0.827688,1.788433,-1.168259,47,2,159,25.711008,4,0.882366,0.482288,-0.71549,-0.777745,-1.092374,-0.767193,39
6,6,6,4,5,4,5,4,3,3,3,2,5,5,4,3,4,6,1,6,2,2,6,4,4,3,4,4,3,6,3,3,5,2,3,4,4,4,3,6,2,5,2,2.5,1,193,25.50404,4,-0.475116,0.349181,0.75509,0.705992,0.673375,-0.460086,40,2,163,22.206331,4,0.06098,0.614413,-0.564646,-0.07359,-0.69566,-0.064653,32
4,3,1,3,3,5,1,2,2,1,1,1,2,2,2,2,2,1,3,6,5,6,6,5,4,2,3,5,6,2,2,2,1,5,2,3,3,2,6,2,3,5,5,5,3,181,23.808798,4,-1.319571,0.328853,-1.345477,-0.151369,-0.540825,1.179675,39,2,170,23.529411,3,-1.032096,1.163238,-0.790701,-0.042032,1.007058,0.683643,40
5.5,5.5,4.5,2.5,2.5,4,4.5,4,3.5,3.5,4.5,3,5,4,5,3,3,3.5,5,4.5,2,2,6,6,4,3,3,5,4,4,4,2,4,4,5,4,5,4,3,3,3,3,3,3,2,182,21.736506,3,-0.18764,0.462943,0.011582,0.130709,-0.467194,0.474366,43,1,160,21.875,2,0.078951,0.330818,0.271239,0.086293,-0.374031,0.731383,41
2,6,6,4,5,5,5,5,3,2,6,2,6,6,6,2,5.5,4.5,6,6,6,3,5.5,4,3.5,2,2.5,5,3.5,5,2,2.5,5,3.5,4,4,3.5,2,5.5,5.5,4,6,5,5.5,2,180,20.679012,3,0.634474,-0.789126,1.016607,1.112603,-0.08856,0.572398,38,2,175,20.244898,3,-0.084215,1.02095,-0.666017,0.015666,-0.90376,0.452417,34
5,4.5,5,4,5,4,5,3.5,4.5,4,5,3.5,4,5,5,3.5,6,4,5,6,4,3,4,4,5,5,5,4,5,4,4,3,3,3,5,4,4,4,4,4,3,6,4,3,1,180,24.074074,3,-0.321664,-0.360787,0.077491,-0.018532,0.165419,0.245076,44,2,168,33.659298,3,-0.475116,-0.768798,0.200314,-0.084551,0.673375,0.252625,42
4.5,6,3,4,3,5,5,4,3,2,2,3,2.5,3.5,5,4,6,5,1,7,2,1,4,6,1,6,2,7,4,6,2,2,6,6,2,5,6,5,7,7,1,7,1,1,1,174,23.120625,2,0.078951,-0.077684,-0.382555,0.031175,0.443503,-0.826458,39,1,167,25.816629,3,1.435704,-0.466841,-0.755239,-0.525453,-1.123913,-1.219422,37
5,4,6,2,5,5,5,3,4,2,5,1,3,2,6,3,7,5,5,6,4,3,5,5,3,3,3,4,4,4,3,3,6,4,3,5,5,3,4.5,3,2,4.5,4,4,2,180,29.320988,3,0.098379,0.311473,-0.322721,0.299453,0.165419,0.049691,42,1,167,22.948116,3,-0.18764,0.329836,-0.529184,-0.041205,-0.881987,0.495267,41
5.5,5.5,4,3.5,4,4,5,2.5,4.5,1.5,3.5,4,4,4.5,4,1.5,6.5,6,1.5,6,2,1.5,3,3.5,3.5,4,2,5.5,3.5,3,3,2,3,3.5,5.5,3.5,5,4,6.5,6,1,5.5,3,1,3,183,25.680075,3,-0.877187,-0.085883,0.112953,0.491057,0.304461,-0.730624,39,2,168,23.384354,3,-0.055801,-0.50455,-0.533398,-0.321041,-0.516766,-0.664666,34
4,5,6,2,3,4,5,5,4,2,4,2,4,6,6,2,6,6,6,6,5,4,4,6,3,2,4,6,2,6,4,3,6,4,5,4,6,3,5.5,5,2,6.5,3,1.5,2,185,24.835646,3,0.367883,0.026896,-0.267666,0.973909,-0.064454,0.390026,33,1,174,22.460033,3,1.169113,0.026896,0.513164,-0.03467,-1.259215,-0.441059,28
4,5,3,6,3,3,5,5,1,2,1,6,4,2,2,3,6,2,1,5,2,2,4.5,5.5,4,2.5,4.5,4.5,3.5,4,3,2,4.5,6,5,4,5,5.5,1.5,3.5,1.5,5.5,1.5,1.5,1,180,28.395061,3,-1.04861,-0.183247,-0.267666,-0.555187,0.697481,-0.184591,30,2,169,20.307413,3,-0.054345,0.320163,0.495433,-0.442712,-0.29292,0.034222,23
4,4,4,3,3,6,4,4,3,4,3,4,3,4,5,3,4,3,2,5,3,3,4,6,4,4,5,5,4,4,5,2,2,4,4,5,4,5,3.5,4.5,1,3,2,1,1,174,21.469151,3,0.345542,0.045259,-0.806572,-0.333792,-0.120052,0.261845,30,2,158,25.23634,3,-0.208525,-0.787161,0.493573,0.08305,0.617777,0.005659,32
4,4.5,3.5,3.5,4,4,3.5,4,4,4,5,4,4.5,4,4,4,6,4,3,5,4,2,4,5,5,5,5,5,5,4,5,3,3,4,3,4,5,5,6,6,3,5.5,4,2,2,193,27.383286,3,-0.475116,-0.370951,-0.033676,-0.458505,-0.540872,0.058079,39,2,170,19.031141,3,0.078951,-1.052392,-0.045333,-0.209537,0.673375,-0.185769,37
4,4,5,4,4,4,4,4,4,3,4,4,2,4,4,4,7,7,1,7,1,1,6,6,3,4,6,5,5,5,3,4,4,4,6,6,5,2,6,7,1,7,1,1,1,180,23.148148,3,-0.475116,-0.503567,-0.826164,-0.212828,-0.132105,-1.219422,34,1,170,20.761246,2,0.346999,0.349181,1.258533,0.226,0.661323,-1.113321,30
4,3,4,3,4,4,3,3,3,2,1,5,3,3,5,3,6,2,1,4,1,2,5,6,4,2,4,4,4,2,5,4,4,4,4,4,4,3,7,7,2,7,2,2,1,167,23.306681,3,-0.455688,0.045259,-0.842034,-0.454823,0.320254,-0.162329,53,1,167,28.685144,3,-1.011211,0.027879,0.251647,-0.056404,-0.132105,-0.895902,37
6,5,4,5,6,6,5,2,6,2,3,5,2,2,2,3,6,5,6,6,5,3,5.5,5.5,2.5,5,2.5,5.5,4,4,3.5,2,3.5,5,2,5,3.5,3,5.5,4.5,5,6,4.5,2.5,2,189,29.954369,3,-1.05298,-0.766833,-0.064925,-0.309593,0.915301,0.366411,29,2,168,25.510204,3,-0.218967,-0.200136,-0.77297,-0.019744,-0.368004,0.251181,30
3.5,5.5,2.5,3.5,4,4,4.5,4,5.5,3,4.5,3,4.5,4.5,4.5,3.5,4.5,2.5,5,5,2.5,3.5,6,3.5,5,1,2.5,5,4,2.5,2,2.5,4,3,4,3,3,2,6,4.5,1,4.5,2,2,1,184,22.152647,4,-0.331378,-0.938631,0.243712,-0.03602,-0.104306,0.56272,29,1,168,20.549887,4,-0.898072,1.42847,-0.804711,0.054272,-0.494993,-0.342526,26
6.5,3.5,6,3,1.5,3,2.5,3.5,5,3,2.5,2.5,3,6,2,6.5,1,1,1,3.5,3.5,1,6.5,5,3,1,2.5,5.5,4.5,2.5,2.5,5,5.5,4,3.5,5.5,3.5,5.5,5.5,1,1,3,1,1,1,173,31.073542,4,-1.450682,0.189513,-1.308154,-0.046632,-0.820316,0.68057,41,1,170,32.871971,4,-0.621038,1.428961,-0.519388,-0.591732,-0.721173,-0.002338,41
5,5,6,3,3,3,3,5,5,5,3,3,6,4,4,4,2,5,2,3,2,3,7,5,3,2,5,6,4,6,4,2,4,2,5,5,6,2,7,6,4,5,1,1,2,184,22.152647,4,-0.473659,-0.237353,0.255368,-0.106641,-0.429629,0.448294,40,1,172,22.647377,3,1.169113,0.880627,0.477702,0.489801,0.109821,-0.562046,36
4.5,4.5,2.5,2,2.5,6,4,4,3.5,3,4,3.5,3,4.5,5,5,5.5,3.5,3.5,5.5,3,2,5.5,5,4.5,2,2.5,5.5,4.5,3.5,2.5,3,5,3,3.5,4.5,5.5,4,5,5,2,7,4,2,2,178,26.511805,3,0.345542,0.310981,-0.788841,-0.441956,-0.494993,0.033364,43,2,175,21.224489,3,0.22196,0.879153,-0.519388,0.061564,-0.594183,-0.288543,39
