yeara,mktcap,nFIRM,comp,nCEO
2002,9869.7744,460,4761.4116,445
2003,13384.6,418,5177.7168,445
2004,15024.551,417,,
2005,16784.379,339,,
1995,18987.195,184,3618.0608,426
1996,20155.674,196,4423.0527,398
1997,24263.924,194,4788.4585,407
1998,29584.584,171,6196.2729,373
1999,32231.426,195,,
2000,32999.648,206,5117.1616,496
2001,29591.723,209,9826.8262,196
2002,24034.529,235,4882.7148,430
2003,23068.871,271,6839.7344,316
2004,21197.605,299,,
1997,7606.7085,468,,
1995,8559.6357,345,10831.839,78
1996,9533.1436,351,,
1997,8603.8203,430,4424.2554,446
1998,8148.7051,488,6209.2295,371
1995,27899.713,128,,
1996,31053.082,129,,
1997,26997.014,169,,
1998,34212.109,157,,
1999,58985.828,125,,
2000,49834.855,135,,
2001,36239.93,182,,
2002,35681.895,163,,
2003,35665.102,179,,
2004,37576,173,,
2005,35529.168,151,,
1997,7512.1284,475,,
1998,11030.902,390,,
2000,10116.289,500,,
1995,13826.382,247,,
1996,25589.939,158,,
1997,32130.158,140,16910.121,67
1998,40072.207,130,63877.535,13
1999,66451.109,106,,
1991,36017.566,69,,
1992,38278.41,63.5,,
1993,39437.438,69.5,,
1994,32061.646,88,,
1995,31803.746,106,,
1996,29560.928,139,,
1997,35745.254,127,12226.244,118
1998,51171.555,98,39829.781,27
1999,58466.539,126,,
2000,98780.953,76,72378.328,13
2001,57068.711,106,18441.65,65
2002,39035.922,140,9262.7129,183
2003,32695.838,194,10623.76,157
2004,32081.813,194,,
2005,31449.486,183,,
1995,16371.354,220,,
1996,20598.006,191,,
1997,7292.8203,488,,
2003,11054.832,483,,
2004,12922.298,469,,
2005,14036.941,391,,
1996,6801.3364,459,13902.738,85
1997,7618.1899,466,16516.898,69
1998,10428.945,410,22248.275,79
1999,14008.547,388,37235.488,48
2000,13642.253,403,17444.662,121
2001,11868.453,413,16068.09,84
2002,9903.5098,458,11892.938,128
2004,11958.527,499,,
2000,11079.783,461,,
2004,22434.324,287,,
2005,24323.443,241,,
1999,23672.094,256,13172.148,185
2004,131942.48,48,,
1999,11895.675,433,,
1995,12839.937,261,9577.3555,98
1996,11776.295,305,,
1995,102818.04,23,,
1996,119475.51,24,11360.314,115
1997,143145.67,23,6490.7314,266
1998,162293.38,29,6316.2212,367
1999,175543.55,35,10983.227,229
2000,180046.73,36,7601.2129,350
2001,183255.31,31,7795.0791,276
2002,175553.16,31,5549.7881,373
2003,217246.91,26,6594.7905,327
2004,243714.36,22,,
2005,264183.53,20,,
2005,10671.152,477,,
1995,48903.723,71,12107.364,67
1996,59641.559,65,14175.467,83
1997,76604.039,57,12011.074,121
1998,77499.211,72,28399.607,48
1999,114915.79,60,,
2000,208800.08,30,,
1999,18303.781,311,,
2000,20313.395,305,,
2001,12203.305,408,,
1997,7851.0181,456,,
1998,17977.432,275,,
1999,45730.156,152,,
1996,8497.3555,385,,
1997,8089.0156,448,,
1999,11641.007,435,,
1996,52365.992,79,19042.107,50
1997,76165.32,60,33504.051,20
1998,116455.08,47,28474.91,47
2000,124787.65,55,27014.645,45
2001,41066.891,155,35569.48,13
2002,24165.682,232,6373.4634,324
2003,27288.783,233,13046.293,106
2004,29419.441,214,,
2005,27002.02,214,,
1998,24524.148,205,45620.957,20
2000,17257.295,335,267009.31,2
2001,10373.178,464,30850.934,21
2002,9789.3945,464,,
2003,29394.303,213,110048.09,1
2004,49656.469,140,,
2005,51783.145,119,,
1996,61196.516,64,19627.799,46
1997,63095.324,76,11466.352,130
1998,56282.719,94,7893.3047,277
1999,55768.391,132,,
2000,42144.043,165,,
2002,65945.281,86,,
2003,65800.633,99,9162.8857,210
2004,106005.21,61,,
2005,108828.84,54,,
1999,16022.676,355,,
2000,13589.59,406,9007.8643,285
1996,6176.0542,497,,
1999,12642.055,410,,
2000,13177.683,414,,
1999,14225.377,385,,
1996,235103.75,6,,
1997,433792.06,4,,
1998,504342.69,5,,
1999,557036.75,4,,
2000,482512.72,7,,
2001,436159.22,12,,
2002,446368.81,11,,
2003,538206.94,10,,
2004,604178.38,10,,
1996,6533.0952,476,,
1997,11544.303,345,,
1999,17265.16,329,293097.31,2
2000,30798.555,219,237851.47,3
2001,13646.591,375,,
2000,21194.598,292,,
2001,9681.1563,490,,
1997,7127.9146,498,,
1991,21942.355,113.5,,
1992,23760.619,104.5,,
1993,27951.199,101.5,,
1994,28222.701,105.5,,
1995,39695.23,88,,
1996,21180.836,189,,
1997,23910.441,198,,
1998,27453.359,180,,
1999,36259.102,182,,
2000,33020.117,205,,
2001,28397.004,220,,
2002,21217.648,257,,
2003,25034.002,256,,
2000,20558.283,303,91727.906,7
2001,19710.145,286,9435.8203,212
2002,20901.213,263,14868.629,88
2003,27079.357,235,10971.343,148
2004,31485.076,199,,
2005,44471.262,130,,
2000,75731.258,98,,
2001,117998.88,55,,
2002,120016.98,45,,
2003,134145.52,43,,
2004,152154.3,38,,
2000,19718.098,311,,
2001,21962.959,264,,
2002,18709.344,285,6047.3784,342
2003,21982.771,283,,
2004,21742.313,295,,
2005,23028.449,251,,
1999,11087.168,457,,
2001,10565.938,459,,
2003,13673.931,412,,
1996,7674.5498,412,,
1997,7470.2002,479,,
1998,9119.2559,449,,
2000,12090.969,428,,
2001,14606.821,361,,
2002,15377.811,328,,
2003,15606.353,376,,
2004,16437.895,383,,
1996,6915.1274,451,,
1997,8277.2969,441,14706.486,82
1998,13370.207,349,5709.3696,407
2005,11634.251,447,,
1996,7461.5566,421,,
1997,9206.6934,418,,
1998,7876.332,500,,
1999,18351.592,309,,
2000,17453.643,334,,
2001,16592.449,330,,
2002,15827.52,321,,
2003,15061,387,,
2004,14293.842,437,,
2005,13139.787,409,,
2005,10902.598,471,,
1997,7757.1738,459,,
1998,10568.796,402,,
1999,37279.633,180,,
2000,18144.305,328,,
2005,11361.383,459,,
1996,6436.0498,484,,
1997,16829.07,255,,
1997,11099.031,354,,
1998,10622.791,399,,
1999,10910.592,462,,
2000,11609.149,444,,
2001,18122.479,308,,
2002,19308.504,278,,
2003,20151.865,300,,
2004,21253.223,298,,
2005,22657.422,255,,
2000,30299.793,223,26278.396,50
2002,9846.0918,462,35379.25,8
2003,16935.875,348,,
2004,17294.09,365,,
2005,20985.148,270,,
1999,14766.585,374,,
2000,26682.531,238,,
1997,65410.941,72,,
1998,81749.859,70,,
1999,96207.953,76,,
2000,96294.352,80,,
2001,91658.555,74,,
1997,16689.256,258,,
1998,24191.006,211,,
1998,18206.938,272,,
1999,29100.602,217,,
2005,20572.475,277,,
1997,110235.35,33,7387.1865,229
1998,132348.59,38,,
1999,145995.75,45,,
1999,11034.976,458,,
1997,18558.287,236,,
1998,21434.193,233,,
2002,9389.502,481,,
2004,12155.582,493,,
2005,12779.76,417,,
1997,7854.7373,455,,
1998,10548.954,403,,
1997,7509.2158,476,4137.6172,475
2004,18945.512,333,,
2005,23233.152,250,,
1997,14067.339,289,6702.7354,257
1998,14577.296,322,,
1999,14335.821,383,5319.5752,466
2000,21349.852,291,5781.4258,437
2001,27180.98,228,,
2002,24291.943,231,,
2003,24391.295,258,,
2004,25089.854,256,,
2005,24067.984,244,,
1999,11271.429,447,,
2000,10223.903,495,,
1998,9785.0225,433,,
1999,18321.203,310,,
1991,13629.879,203.5,,
1992,12547.897,210.5,,
1993,11625.005,227.5,,
1994,10466.51,249.5,,
1995,11569.865,273.5,,
1991,5538.6045,380.5,,
1992,6119.1445,368.5,,
1993,6295.7964,383.5,,
1994,5415.1968,447,,
1995,5858.3184,470.5,,
1991,5897.3003,361.5,,
1992,5686.6182,397,,
1993,5508.7593,432.5,,
1994,5205.3843,461,,
2004,34093.301,184,,
2005,33740.965,162,,
1997,12162.952,324,,
1991,23447.848,107,,
1992,25108.621,96,,
1993,27088.85,104,,
1994,26981.51,110,,
1995,29550.873,114,,
1996,32291.367,124,,
1997,11636.134,340,3980.7705,497
1998,13784.472,344,,
1999,10571.758,471,8611.7148,293
2001,11198.522,435,8085.54,255
2002,11447.316,408,7250.1323,262
2003,13682.283,411,8049.2935,264
1999,16081.032,352,,
2000,13791.731,400,,
2002,11679.815,402,,
2003,12801.814,432,,
2004,18713.455,336,,
2005,14351.247,384,,
1997,22031.604,205,,
1998,23561.078,216,,
1999,93813.555,78,,
2000,109713.31,67,,
2001,70832.438,90,,
2002,58680.313,96,,
2003,69797.563,94,,
2004,76978.703,80,,
2005,101433.16,57,,
1999,13894.313,390,16204.192,147
1999,18716.004,303,34563.785,50
1999,9857.127,499,,
2004,12066.325,497,,
2005,11956.028,437,,
2003,12794.819,433,,
1999,20232.945,284,,
2000,15461.146,371,,
2001,9687.4365,489,,
1999,10507.959,474,8003.436,308
1991,13948.939,196.5,,
1992,14673.806,187.5,,
1993,14996.599,194.5,,
1994,14981.777,195.5,,
1995,15129.274,231.5,,
1996,15680.43,243.5,,
1997,25167.201,189,,
1999,14914.66,371,,
1991,4389.6943,453.5,,
1992,4696.6475,463.5,,
1993,4944.6255,476.5,,
1994,4742.4585,489,,
1999,29208.455,216,,
2000,20725.611,299,,
2001,10963.136,442,27013.779,28
2005,15241.689,363,,
2002,12925.389,374,,
2003,12313.354,445,,
2004,14339.073,436,,
1991,20966.643,120,,
1992,18997.002,136,,
1993,22399.234,129,,
1994,29063.709,100,,
1995,28134.219,127,,
1996,22922.475,177,,
1997,20538.184,219,,
1998,23553.467,217,,
1999,43016.371,159,,
2000,30187.174,224,,
2001,24166.137,245,,
2002,22978.551,238,,
2003,27685.879,227,,
2004,25048.551,257,,
1997,47756.816,102,,
1994,8157.2808,317,,
1995,10357.43,296,,
1996,12945.142,284,,
1997,12198.539,323,,
1998,10501.967,408,,
2000,11576.105,446,,
2002,9451.8115,478,,
1995,40420.516,86,,
1996,51324.652,86,,
1997,45396.223,106,,
1998,50954.73,99,,
1999,50707.816,141,,
2000,57377.566,115,,
2001,39081.203,160,,
2002,39232.367,138,,
2003,48373.039,135,,
2004,52887.531,135,,
2005,54193.363,111,,
2001,17694.336,312,,
2002,18398.775,292,,
2003,22436.598,279,,
2004,23293.395,278,,
1998,19486.545,255,,
1999,26331.998,234,,
2000,24490.404,257,,
2001,9491.3105,500,,
2002,9528.0518,475,,
1993,5202.4038,456,,
1994,6588.3403,375,,
1995,7886.4004,373,,
1996,7600.478,415,,
1997,7330.1006,486,,
1994,7859.7305,324,,
1995,9451.4199,326,,
1996,11713.867,308,,
1997,12628.315,315,,
2005,10664.777,478,,
1993,25341.066,107,,
1994,31480.701,91,,
1995,29940.693,112,,
1996,23455.254,172,,
1997,19657.443,223,,
1998,18432.789,265,,
1999,19121.334,292,,
1998,24139.223,212,,
1999,20712.424,280,,
2000,27663.875,233,,
2001,31238.201,202,,
1991,4457.3394,449,,
1992,5472.8237,414,,
1994,5019.8472,471,,
1995,8017.0024,364,,
1996,8353.3125,391,,
1997,9635.2686,407,,
2002,9275.5957,487,,
2004,13623.48,453,,
2005,19949.539,282,,
1996,9256.0928,360,,
1992,6530.1294,352,,
1993,6217.0386,387,,
1994,5921.6353,414,,
1995,5833.0674,473,,
1996,9057.7256,364,,
1997,7891.8613,453,,
1998,19917.625,249,,
1999,26873.686,230,,
2000,25907.379,243,,
2001,15912.368,341,,
2002,12353.94,384,,
2003,13984.447,405,,
2004,14894.208,419,,
1999,556647,5,,
2000,64561.672,109,,
2001,54225.594,113,,
2002,56713.91,100,,
2003,60257.324,108,,
2004,54820.688,124,,
2000,10242.945,492,,
2001,10666.269,452,,
2002,8916.0469,496,,
2003,10981.294,490,,
1997,68407.633,71,,
1998,67582.438,81,,
1999,64237.832,113,,
2000,114050.68,61,,
2001,94971.008,69,,
2002,107682.18,49,,
2003,130837.88,45,,
2004,146679.17,41,,
2005,139268.09,42,,
2003,12052.906,454,,
2004,16352.392,385,,
2004,14213.129,439,,
2005,17523.215,325,,
2000,22967.654,269,,
2001,22000.244,263,,
2002,19215.451,280,,
2003,29123.77,214,,
2004,27101.578,237,,
2001,13467.443,376,,
2002,15540.767,323,,
2003,15752.581,372,,
2004,17446.172,360,,
2005,14875.951,370,,
2001,11318.648,433,,
2003,11312.248,474,,
2004,13588.87,454,,
1995,7155.7314,398,,
1996,7037.498,444,,
1996,6349.8506,490,,
1997,7409.5107,482,,
1998,10852.752,393,,
1999,17557.264,321,,
2000,16697.297,346,,
2001,14251.823,367,,
2002,11357.088,410,,
2003,16974.479,344,,
2004,14432.507,434,,
2005,12605.453,423,,
2001,13194.934,387,,
2002,12118.984,391,,
2003,13414.538,417,,
2004,11981.438,498,,
2001,88417.391,75,,
2002,101710.67,53,,
2003,124897.49,50,,
2004,127198.79,51,,
2000,20564.889,302,,
2001,19036.172,293,,
2002,17071.428,307,,
2003,20205.889,299,,
2004,20174.309,311,,
2005,19410.342,288,,
2001,12556.645,397,,
2002,10547.553,436,,
2003,12257.216,447,,
2004,16113.886,390,,
2005,14323.298,386,,
2000,33393.906,203,,
2001,27393.08,226,,
2002,18166.285,294,,
2003,20338.004,297,,
2004,24646.762,263,,
2000,18622.65,323,,
2001,17295.09,316,,
2002,17723.15,299,,
2003,22717.207,277,,
2004,29498.631,213,,
2005,28356.912,203,,
2002,44401.301,125,,
2003,52547.59,118,,
2004,134918.03,46,,
2005,134382.17,44,,
1999,76152.602,90,,
2000,158895.91,43,,
2001,145921.98,45,,
2002,72146.25,79,,
2003,75425.086,84,,
2004,68344,95,,
1996,15223.371,252,,
1997,15523.941,270,,
2002,12976.053,371,,
2003,17315.705,341,,
2004,16232.313,387,,
2005,15675.324,352,,
1996,106905.53,28,,
1997,134745.58,25,,
1998,155778.56,32,,
1999,113779.12,61,,
2000,127663.44,53,,
2001,102982.07,61,,
2002,100824.42,55,,
2003,121346.37,55,,
2004,128281.38,50,,
2005,128316.06,45,,
1992,59630.168,36,,
1993,61266.109,38,,
1994,57359.027,47,,
1995,63022.902,52,,
1996,56077.039,72,,
1997,56798.828,89,,
1998,44151.27,116,,
1999,65622.867,109,,
2000,93215.211,84,,
2001,42205.805,145,,
2002,26128.008,205,,
2003,36136.273,178,,
2004,37183.629,174,,
2005,30695.43,189,,
2001,10627.148,454,,
2002,9578.9434,471,,
2004,23762.58,270,,
1998,14735.737,318,,
1999,16682.76,337,,
2000,14910.588,377,,
2001,16261.131,334,,
2002,16075.003,319,,
2003,17780.941,333,,
2004,19796.568,324,,
2005,16884.102,336,,
2000,16157.988,357,,
2001,14693.792,358,,
2002,9232.7051,489,,
2003,11741.126,460,,
2005,11200.87,461,,
2005,11325.935,460,,
2000,25013.455,253,,
2001,21838.902,265,,
2002,12025,393,,
2003,13777.61,408,,
2004,14849.511,420,,
2000,12178.253,427,,
1998,14373.649,324,,
1999,13082.504,402,,
2000,11513.035,447,,
2001,11640.277,423,,
2002,13442.985,360,,
2003,15676.402,374,,
2004,17634.479,357,,
2001,18179.02,307,,
1995,11218.359,281,,
1996,11725.91,307,,
1997,10667.808,367,,
1998,10581.221,401,,
1999,10668.618,469,,
2003,11076.233,482,,
1996,23898.482,165,,
1997,18694.516,233,,
1998,18101.215,273,,
1999,28916.756,219,,
2000,25540.119,247,,
2001,22963.02,254,,
2002,22830.592,241,,
2003,26057.031,246,,
2004,28970.793,215,,
2005,27150.365,212,,
2001,11841.408,415,,
2002,12775.514,378,,
2003,107427.16,61,,
2004,19818.5,323,,
1997,59281.566,84,,
1998,21208.998,236,,
2001,41836.082,146,,
2002,26023.785,207,,
2003,51578.902,119,,
2004,54043.609,129,,
2005,53223.188,114,,
1994,23933.297,118,,
1995,21039.109,166,,
1996,19584.225,203,,
1997,15147.2,278,,
1998,17268.773,289,,
1999,22673.613,269,,
2000,13560.624,409,,
2002,13946.83,347,,
2003,16386.896,358,,
2004,20032.971,318,,
2005,21041.654,269,,
1991,4729.0879,429,,
1992,5522.2739,408,,
1993,7705.3774,308,,
1994,9615.6934,269,,
1995,10972.338,286,,
1996,10887.163,325,,
1997,10651.764,368,,
1998,10710.801,397,,
2005,10363.884,491,,
1996,12657.34,288,,
1997,14867.159,281,,
1998,10539.082,404,,
1999,32022.035,198,,
2000,14736.112,381,,
2001,16482.648,332,,
2002,15574.03,322,,
2003,16954.051,346,,
2004,20052.246,316,,
2005,33236.254,169,,
2002,11260.885,413,,
2003,13448.254,415,,
2004,15403.181,407,,
2005,23778.766,246,,
2002,78028.172,74,,
2003,45481.973,149,,
2004,64145.047,102,,
2005,90743.336,65,,
1999,17908.049,319,,
2000,12006.489,431,,
1998,16788.775,295,,
1999,15110.815,367,,
2000,11044.274,462,,
2001,11672.96,422,,
2002,10554.049,435,,
2003,14268.301,400,,
2004,16219.494,388,,
1999,12431.628,419,,
2005,14493.388,381,,
2000,13251.657,413,,
2000,14288.288,389,,
2001,10738.96,450,,
1998,9486.2158,444,,
1998,19845.584,251,,
1999,17961.945,315,,
2000,16305.797,356,,
2001,15096.633,350,,
2002,12751.766,379,,
2003,16234.784,363,,
2004,18571.186,341,,
2005,18568.928,306,,
1999,11555.476,440,,
2000,13483.296,410,,
2001,10862.761,445,,
1998,14444.449,323,,
1999,23393.416,259,,
2004,14123.942,444,,
2005,14505.035,378,,
1998,11014.026,391,198005.45,1
2000,29788.615,227,,
2002,13039.486,368,7404.875,253
1998,23788.992,215,21965.848,84
1999,26252.053,235,11271.717,222
2000,28628.592,229,12923.367,169
2001,34204.508,191,,
1998,10074.525,423,,
1999,16714.908,336,,
2001,18357.578,306,13529.916,116
2002,20700.105,264,31183.77,14
2003,40257.676,165,24053.613,30
2004,72405.773,88,,
2005,55492.371,106,,
2000,312935.38,14,22417.84,70
2001,328490.16,15,12707.335,132
2002,358845,14,20131.51,47
2003,402256.44,13,27305.029,24
2004,510259.63,11,,
2005,657310.19,9,,
1998,41194.652,125,,
2001,26881.359,231,,
2002,24612.057,226,,
2003,26900.828,236,,
2004,28326.85,219,,
2005,20721.182,274,,
1999,24144.832,250,,
2000,30619.322,221,,
2001,28694.82,215,,
2002,26255.637,204,,
2003,30895.535,204,,
2004,33030.773,188,,
1998,25558.096,196,6419.5718,360
1999,24835.016,244,,
2000,24820.412,254,,
2001,24569.52,243,5340.6152,434
2002,18032.656,296,4778.7017,442
2003,19272.396,313,,
2005,10855.29,473,,
1998,20971.703,239,48892.84,19
1999,66768.203,105,79862.078,17
2000,37979.086,183,81700.539,10
2001,44813.211,138,9453.6162,210
2002,25737.729,211,32554.162,12
2003,26016.871,247,,
1999,12134.445,427,,
2000,11744.953,439,,
2001,11545.967,427,,
1998,25081.367,200,12607.343,163
1999,42153.527,162,,
1999,11113.016,455,,
1999,10453.869,476,,
2001,10323.289,467,7519.6748,288
1999,23820.438,252,,
2000,15540.201,368,,
2001,11370.534,432,,
2002,11710.916,401,,
1999,9997.127,493,,
2000,10790.813,471,13518.001,162
2001,11561.123,426,,
2002,13565.919,356,7993.7354,224
2003,13689.978,410,7507.064,284
2004,12980.901,466,,
2005,13288.202,405,,
2005,12216.447,434,,
1999,16266.736,345,,
2000,37139.906,185,,
2000,25366.592,248,361221.5,1
2000,10198.669,496,7083.1523,373
2001,10355.046,466,5454.9102,422
2002,9907.6348,457,9691.002,170
2004,17442.789,361,,
2005,19071.656,296,,
2000,35821.336,195,,
1999,11640.268,436,17140.309,139
2000,15067.598,375,,
1999,18115.063,313,29817.076,62
2000,41471.715,169,,
2004,14341.617,435,,
1999,15121.48,366,,
1999,11480.975,444,,
1999,46428.414,150,,
1999,76716.898,88,,
2000,87026.578,88,,
2001,91728.453,73,,
2002,89451.461,64,,
2003,115961.74,57,,
2004,246076.75,21,,
2005,269232.28,19,,
1999,17447.701,324,,
1999,11710.49,434,,
1999,17954.422,316,,
2000,11643.313,443,,
2000,30306.225,222,,
2000,39141.949,175,,
2001,37338.176,171,,
2002,38076.445,144,,
2003,42519.227,156,,
1999,30984.932,205,,
1999,10552.688,473,,
1999,10114.019,487,,
2000,15988.281,363,,
2001,12756.106,395,,
2002,10302.426,445,,
2003,12245.856,448,,
2004,13841.604,451,,
2005,11720.965,442,,
1999,20661.543,281,,
2000,25223.248,251,,
2001,26308.293,233,,
2002,21778.713,248,,
1999,30549.025,206,,
1999,15830.765,357,,
2005,16626.121,343,,
1999,12267.924,425,,
1999,11223.396,449,,
2001,94468.086,71,28138.588,24
2002,94691.344,59,15865.084,76
2003,105655.67,63,,
2000,32246.709,209,,
2001,10857.235,446,,
2003,14337.961,398,,
2004,12539.99,479,,
2005,11551.307,451,,
1999,59205.035,124,,
2000,32973.164,207,,
2001,25959.104,234,,
2002,27527.488,197,,
2003,22563.402,278,,
2004,25478.58,248,,
2000,76272.508,95,,
2001,83196.742,82,,
2002,107857.02,48,,
2003,122440.14,53,,
2004,131997.55,47,,
2005,140602.27,40,,
2000,264500.88,18,12606.284,184
2001,255839.11,22,13546.104,114
2002,266164.72,19,10934.322,146
2003,309290.13,15,12598.683,114
2004,331062.59,15,,
2005,435238.28,11,,
2000,47478.883,143,,
2001,49527.246,124,,
2002,52016.188,111,,
2003,112953,58,,
2004,105396.13,63,,
2000,13965.07,396,,
2000,15029.697,376,18179.838,108
2001,47485.953,128,10864.599,173
2002,33912.828,167,7018.3042,277
2003,38456.652,171,,
2001,10914.589,443,11371.018,161
2002,9423.0752,480,6991.6147,280
2001,9583.2754,492,5340.7065,433
2002,8721.6172,500,4969.5269,425
2000,25233.295,250,,
2001,21507.02,268,,
2002,17992.119,297,,
2003,20147.168,301,,
2004,17097.016,373,,
2005,18199.473,311,,
2004,15263.599,411,,
2005,16063.049,345,,
2004,11952.742,500,,
2005,11505.496,453,,
2000,21893.313,285,,
2000,10742.018,476,36502.309,31
2004,12824.664,472,,
2005,16927.49,335,,
2005,11607.708,450,,
2000,38862.117,178,,
2001,36889.871,176,,
2002,39601.742,136,,
2003,62018.672,104,,
2004,62868.613,109,,
2005,72384.625,78,,
2003,10796.582,496,,
2004,15300.643,410,,
2005,14765.338,372,,
2001,10816.711,447,,
2002,11912.012,397,7413.7593,251
2005,11401.238,456,,
2002,10862.141,425,,
2003,12017.063,456,,
2004,14204.694,441,,
2005,15406.863,358,,
2000,53186.973,128,,
2001,46666.77,133,,
2002,40232.852,131,,
2003,56668.836,112,,
2004,73733.117,86,,
2005,61910.82,90,,
2001,10615.621,455,,
2001,16263.926,333,,
2002,14698.992,337,,
2003,23385.926,267,,
2004,38670.406,169,,
2005,13547.088,400,,
2001,21417.74,270,,
2002,22966.984,239,,
2003,25162.322,254,,
2004,25230.586,252,,
2005,24088.635,243,,
2002,11936.539,396,,
2003,17808.23,332,,
2004,23787.727,269,,
2005,28684.746,199,,
2001,84308.305,80,,
2002,89466.531,63,7554.9854,240
2003,75613.234,83,10218.647,168
2004,77814.766,78,,
2005,61552.723,92,,
2001,285105.78,18,11501.338,155
2002,277634.97,17,10974.955,144
2003,303287.47,16,11426.574,138
2001,10589.409,457,,
2002,11254.216,414,,
2003,13990.821,404,7390.501,290
2004,19646.1,326,,
2005,18885.918,304,,
2001,11436.184,430,,
2002,12972.659,372,,
2003,14135.223,401,,
2004,15491.033,404,,
2005,14915.609,369,,
2004,12474.38,482,,
2005,12328.698,432,,
2001,770692.38,6,,
2002,844450.13,4,,
2003,1093084.6,3,,
2004,1441516.1,2,,
2005,1449357.9,1,,
2003,17946.342,330,8106.4785,261
2004,19635.9,327,,
2005,15829.357,348,,
2002,14689.741,338,48141.777,3
2003,16214.811,364,11118.114,145
2004,48108.031,144,,
2005,67611.336,80,,
1991,10168.479,246.5,,
1992,10284.169,239.5,,
1993,10031.892,255.5,,
1994,8669.0049,296.5,,
1995,8337.9219,352,,
2001,87186.203,78,,
2002,88400.063,66,5538.4385,375
2003,102833.81,65,,
2004,107635.52,60,,
2005,117348.09,50,,
2001,12519.605,398,,
2002,10527.102,438,,
2003,20705.822,294,,
2005,10418.581,489,,
2001,9747.3398,486,,
2002,11616.066,404,,
2003,13365.807,419,,
2004,13219.817,462,,
2002,14494.065,342,,
