"educv","heightv","BMIv","healthv","consv","extrav","agreev","emov","autov","riskyv"
2,164,33.090424,2,0.346999,-0.767815,0.477702,-0.483755,0.165419,-4.286798
1,165,28.282827,3,0.101292,-0.503567,0.513164,-0.17856,-0.132105,-1.396927
1,172,20.619253,3,-0.475116,-0.503567,-0.303129,-0.469194,-0.132105,0.280934
2,167,20.079601,3,0.059523,0.59605,-0.045333,0.464589,0.109821,0.201515
1,172,18.591131,4,-1.038896,0.727683,0.180722,0.125856,0.351746,-0.129059
2,170,26.98962,3,-0.475116,0.045259,-0.041612,-0.351878,-0.132105,0.341807
1,164,19.705532,3,-0.34182,0.198203,-0.069139,-0.212533,0.744766,0.258555
3,163,21.453573,3,-0.207068,0.595067,-0.545054,-0.451343,-0.937585,0.153374
2,159,25.711008,4,0.882366,0.482288,-0.71549,-0.777745,-1.092374,-0.0579
2,163,22.206331,4,0.06098,0.614413,-0.564646,-0.07359,-0.69566,-0.046814
2,171,21.887075,4,-0.496,1.163238,-1.048497,-0.330145,0.201577,-4.286798
1,161,22.375679,3,-1.256918,0.02493,-0.232204,-0.151583,-0.107999,-4.286798
2,170,23.529411,3,-1.032096,1.163238,-0.790701,-0.042032,1.007058,0.391092
2,175,20.244898,3,-0.084215,1.02095,-0.666017,0.015666,-0.90376,0.706002
3,172,18.591131,3,-1.563821,0.31049,-1.39681,-0.703163,-0.49728,-0.649171
1,167,25.816629,3,1.435704,-0.466841,-0.755239,-0.525453,-1.123913,0.173864
2,168,23.384354,3,-0.055801,-0.50455,-0.533398,-0.321041,-0.516766,-0.203507
1,174,22.460033,3,1.169113,0.026896,0.513164,-0.03467,-1.259215,0.18413
2,169,20.307413,3,-0.054345,0.320163,0.495433,-0.442712,-0.29292,-0.275146
2,158,25.23634,3,-0.208525,-0.787161,0.493573,0.08305,0.617777,-0.292251
2,170,19.031141,3,0.078951,-1.052392,-0.045333,-0.209537,0.673375,0.368533
2,172,20.281233,4,0.615046,0.330818,1.535921,1.518623,1.423258,-0.457831
1,170,20.761246,2,0.346999,0.349181,1.258533,0.226,0.661323,0.123256
1,167,28.685144,3,-1.011211,0.027879,0.251647,-0.056404,-0.132105,0.367391
2,168,25.510204,3,-0.218967,-0.200136,-0.77297,-0.019744,-0.368004,0.250981
1,168,20.549887,4,-0.898072,1.42847,-0.804711,0.054272,-0.494993,-0.396816
1,172,22.647377,3,1.169113,0.880627,0.477702,0.489801,0.109821,0.2106
2,175,21.224489,3,0.22196,0.879153,-0.519388,0.061564,-0.594183,0.279569
2,158,32.046146,2,-0.455688,-0.219973,-0.303129,-0.469194,0.43145,-3.264858
1,173,21.718065,3,0.335828,0.889317,-0.265806,0.019252,0.012963,-1.073325
1,170,24.221453,4,-1.019468,-0.086374,-0.191962,-0.469289,0.391598,-1.084584
2,167,19.003908,3,-0.475116,0.329836,-0.303129,-0.212828,0.43145,0.158946
2,166,23.951227,3,-2.653983,0.31049,-1.119422,-0.30486,-0.806856,-3.423821
1,176,26.472107,3,0.367155,-0.341441,0.366535,0.134746,0.403651,0.133304
2,170,20.069204,3,0.203989,0.595067,-1.066229,-0.539961,-1.058548,0.063849
2,154,24.87772,3,0.899608,-0.484221,-0.045333,-0.730409,0.927354,0.569667
2,170,24.913494,3,0.348455,0.59605,0.981145,0.093774,0.605725,0.286911
2,162,22.10029,3,0.090122,0.189021,-0.424092,-0.266091,-0.253068,-1.627253
1,163,21.829952,3,-0.208525,0.065587,-0.529184,0.094601,-0.120052,0.206988
3,173,24.056934,3,0.881637,0.577687,0.235776,-1.243375,-0.949638,0.20635
1,175,22.857143,4,0.058066,-1.072721,0.200314,0.329777,0.927354,0.302988
2,168,25.510204,3,0.058795,1.154548,0.14048,0.098759,-0.50102,-0.762182
1,168,21.967121,3,0.902522,0.614413,-0.006149,0.075922,-0.937585,-0.102756
2,169,19.957285,3,-0.207068,0.329836,0.219906,0.46518,-0.441682,-0.033456
2,167,22.230988,3,-0.733449,-0.788144,-0.695405,-0.195655,-0.215502,0.248469
2,170,25.951557,3,0.346999,-0.238336,0.513164,-0.052757,0.121873,0.551735
2,179,24.343809,2,0.337285,-0.351606,0.243712,-0.135029,0.43145,-0.374395
1,158,21.631149,4,-1.873638,-0.07621,-0.545054,-0.298089,-0.374031,0.607681
2,165,23.875114,3,-0.189097,-0.520947,0.235776,0.343438,0.177472,0.053555
2,175,23.183674,3,-0.190554,0.594084,-1.032627,-0.957728,-1.235109,0.073974
1,169,21.707924,4,0.345542,-0.522913,0.513164,-0.227979,0.487048,0.054886
2,168,23.738663,3,0.367883,-0.237353,0.513164,0.482132,0.177472,0.235262
2,157,20.690495,2,-0.494543,0.632776,-0.061203,-0.601165,1.181332,-0.379889
3,167,21.513859,3,0.881637,0.917352,0.216185,0.185898,0.054222,0.115718
2,187,27.16692,3,-0.311222,0.594576,-0.675813,-0.242332,-0.120052,0.110263
1,168,24.801588,3,-0.198082,-0.077684,-0.025741,-0.123655,-0.005116,-1.264132
2,163,20.700817,3,-0.495272,-0.635691,-0.174231,-0.335888,0.016657,0.283961
3,169,21.707924,3,-0.320207,0.15902,-0.388629,-0.43694,-0.241015,0.23199
2,172,20.957273,3,0.346999,-0.483238,-0.548776,0.728315,0.121873,-0.638452
2,168,23.384354,3,-1.316658,0.063622,0.477702,-0.177435,0.308201,0.613328
2,165,24.977043,2,-0.18764,-0.522913,-0.267666,-0.59418,-0.318432,0.439431
1,176,21.629648,3,0.326114,0.632776,-1.53607,-0.298633,-0.095946,0.211886
2,168,21.258503,3,-0.18764,0.045259,0.493573,0.332121,0.109821,0.086447
2,167,25.816629,3,0.080408,1.163238,-0.025741,-0.195736,-0.076507,-0.063609
2,165,26.078972,3,0.089393,0.065587,0.503369,-0.232707,0.143646,0.123256
1,176,21.952478,3,-0.331378,0.746537,-0.529184,0.129265,-0.628009,-0.99276
1,161,19.675167,3,-0.608411,0.755718,-0.303129,-0.465655,-0.286893,0.238244
2,175,22.857143,4,-0.475116,-0.199644,0.75509,0.453085,0.109821,0.442742
3,169,21.007668,3,-0.352262,-0.095064,-0.414296,-0.853837,-0.655808,0.330197
2,173,19.379198,3,0.085751,0.87817,-1.1676,-0.729453,-1.084061,0.212055
2,165,28.650137,4,0.348455,-0.464875,1.016607,0.229648,0.165419,-0.713168
2,170,17.301039,3,0.069965,-0.105229,-0.666017,-0.660011,-0.931559,0.322637
3,162,22.10029,4,0.367883,0.309507,0.048905,1.229919,-1.731013,0.081355
1,168,19.84127,3,0.099835,0.859316,-0.232204,0.115979,0.201577,-0.149836
1,155,19.562956,3,-0.18764,-1.603183,0.997016,0.296137,1.169279,0.407534
1,176,18.724174,3,1.437161,1.163238,-1.08396,-0.999657,-1.191564,0.436763
2,174,19.817677,3,0.366426,-0.502584,-0.755239,0.167221,-0.981131,0.133964
2,173,25.727554,4,0.081865,-0.486187,0.532756,-0.54053,-1.247162,-0.291592
1,160,25,4,0.631561,0.064604,1.313587,0.049765,0.487048,-4.286798
1,165,34.159779,2,0.594162,-0.21899,1.500459,-0.953798,1.212825,-1.744256
2,177,25.216253,3,0.223417,1.021441,-0.02202,-0.172713,-0.683607,0.062582
1,172,19.943213,4,1.169113,0.878661,-1.310015,-0.82886,-0.925533,-2.161551
1,160,18.75,3,-0.054345,0.728174,0.130684,-0.627602,-0.253068,0.092039
1,157,33.267071,3,1.189998,1.713046,-0.509592,-0.190436,-0.727152,0.73997
1,170,26.98962,4,0.367883,0.046241,0.997016,0.097489,0.351746,0.409854
1,182,22.038401,3,-0.618853,0.339509,-0.432027,-0.322865,-0.407856,0.288829
1,174,26.093275,3,0.61359,-0.218007,0.477702,0.838506,0.109821,-0.485359
2,168,25.155895,2,0.346999,-1.052392,-0.041612,-0.322193,-0.69566,0.409135
1,168,19.486961,4,-0.455688,0.320163,0.227841,-0.141329,0.177472,0.372984
1,173,23.388687,3,0.346999,0.196729,-0.673953,-0.802244,-0.368004,-0.039952
2,167,24.382374,4,-0.189097,0.062639,-0.045333,-0.173176,0.363799,-1.220414
1,160,21.484375,3,0.335828,0.320163,-0.166296,-0.04144,-0.011142,0.269544
2,171,23.93899,3,-0.629296,0.34,0.12461,-0.428414,-0.50102,0.196101
2,175,20.897959,2,0.346999,0.312455,-1.325885,-0.843159,-0.869934,-4.286798
1,167,20.079601,4,0.61359,0.59605,0.983416,-0.752372,0.141313,0.256678
1,186,23.991213,3,0.644916,-0.2485,0.146555,-0.350186,0.437476,0.272351
1,163,21.077196,3,-0.473659,0.31049,-0.080795,-0.462304,0.915301,-0.159413
2,176,21.306818,3,0.088665,-0.389805,0.059759,-0.641616,1.175306,0.162351
2,183,30.756369,3,0.901065,0.330818,0.75509,0.221884,0.728974,0.080746
3,157,25.153151,4,-0.075229,-0.341933,0.483777,0.311224,0.484762,0.171759
2,172,24.337481,3,-0.208525,-0.219973,0.75509,-0.181034,0.673375,0.052876
1,164,26.026175,3,-0.886901,0.188039,-0.40636,-0.460244,-0.191443,-0.722549
2,170,22.49135,3,-0.731993,0.188039,-0.424092,-0.736521,-0.380057,0.126485
2,179,31.522112,2,0.480294,-0.077193,0.624331,0.022685,0.391598,0.441517
1,166,21.410946,2,0.059523,-0.238336,-0.303129,-0.066277,-0.132105,-0.155039
2,160,20.703125,2,-0.18764,0.329836,0.216185,-0.056048,0.109821,-0.043486
2,176,38.73967,2,0.881637,-0.256698,0.981145,-0.887357,1.224878,0.16145
2,176,20.661158,4,-0.475116,-0.21899,-0.267666,0.317822,-0.374031,0.071088
2,163,21.829952,4,0.356713,-0.6352,-0.017806,0.070016,0.403651,0.235438
3,158,24.034611,4,0.096922,-1.071738,1.555513,1.522505,1.546507,0.168935
1,165,34.894398,3,0.080408,0.897024,0.251647,-0.309123,0.177472,0.013984
2,171,19.835163,4,-0.607683,0.311964,-0.418017,-0.187582,0.121873,0.217233
1,162,21.71925,4,0.078951,0.879644,-0.564646,0.439564,0.121873,0.184212
2,175,17.959183,3,0.327571,0.576704,-0.303129,-0.597472,-0.132105,-3.585629
1,170,22.83737,4,-1.276345,0.632776,-0.374054,0.15145,0.407344,-1.099346
1,165,21.303949,4,-0.189097,-0.807489,0.703757,-0.986231,1.121818,0.464595
2,171,19.493177,4,0.327571,0.615395,-0.303129,-0.312058,-0.132105,0.584982
2,176,20.015495,1,0.080408,0.197711,-0.025741,0.331043,-0.469481,-0.57487
2,176,23.243801,4,-0.743892,-0.086374,0.105018,-0.635188,0.121873,0.037584
2,181,23.198315,3,-1.009754,-0.483238,-0.493721,0.592323,0.201577,0.471735
2,158,28.040379,3,-0.208525,-0.238336,0.251647,0.078764,-0.386083,0.329534
1,170,17.301039,3,1.169113,0.595067,-0.267666,-0.192089,-0.429629,0.210555
1,160,22.265625,3,1.456588,0.348199,1.52005,-0.562011,0.153366,0.487371
2,169,22.758307,3,0.366426,0.311473,-0.767388,0.186442,-0.659501,0.346901
2,170,23.875433,4,1.169113,0.065587,1.274404,0.449081,0.407344,0.499479
2,169,21.357796,3,0.615046,-0.52193,-0.267666,0.226121,-0.628009,0.261964
2,164,27.885187,3,-0.18764,0.330818,0.013443,-0.18049,-0.727152,-0.030769
1,165,28.282827,3,-0.189097,0.320654,-0.146704,-0.177138,-0.042681,-0.69966
1,180,35.493828,4,0.615046,0.33131,0.251647,-0.250559,-0.949638,-2.806054
2,170,20.761246,4,0.616503,0.046241,0.219906,0.091498,-0.441682,0.072163
3,182,24.755465,3,1.17057,-0.255716,-0.02202,-0.690234,-1.50114,0.565292
1,166,25.039919,4,0.471309,0.454253,-0.414296,-1.099867,-1.120173,0.06607
1,159,23.733238,1,-1.296502,0.748011,0.200314,-0.480357,0.264609,-0.158375
2,168,24.09297,3,0.040095,-1.316641,0.719628,-0.861319,0.859703,0.265574
1,163,26.722872,2,0.06098,-0.768798,-0.545054,-0.058936,0.189524,0.001752
3,175,21.224489,4,-0.885444,-0.086866,0.079351,-0.976953,-0.29292,0.283058
2,165,22.038567,3,0.041552,-0.730107,1.223071,-0.593757,1.466803,-0.22538
2,169,23.808691,3,-0.290337,-0.534059,0.106878,-0.573383,0.056509,-4.286798
2,166,20.322252,3,0.346999,0.312455,-0.560925,-0.629622,-1.191564,0.282938
1,162,20.576132,4,0.883094,0.846188,1.242662,0.476189,1.478856,-0.773158
2,170,24.221453,3,1.169113,0.879644,-0.78698,0.318178,-0.869934,0.221585
1,168,30.116213,3,0.101292,-0.238336,-0.041612,0.18301,0.177472,0.157222
1,169,25.909456,4,-0.43626,0.879644,1.258533,0.995286,0.462943,0.560317
1,167,22.948116,2,0.327571,0.08395,-0.061203,-1.360101,-0.144158,0.34405
2,170,23.183392,3,0.366426,1.145858,-0.267666,-0.956901,-1.50114,0.173864
1,167,27.250887,3,0.348455,-0.768798,0.44224,-0.066061,0.605725,0.431834
2,156,24.654833,3,-0.208525,-0.218007,0.45811,-0.162826,0.605725,0.341768
1,158,27.639801,4,0.478837,-0.134738,0.116674,-0.361874,0.062535,0.27061
1,157,21.096191,4,0.195004,0.746537,-1.23245,-0.728518,-0.717433,0.12931
1,168,21.967121,3,0.901065,0.312455,-0.248075,0.830977,-1.123913,0.249213
2,169,22.058052,4,0.078951,0.576704,0.112953,-0.37847,0.121873,0.07588
1,150,21.777779,3,-0.475116,-0.787161,0.216185,0.061456,0.109821,0.133763
2,174,23.120625,4,0.088665,-0.522913,0.37447,-0.53356,0.502841,-0.112697
2,167,27.609451,1,-0.331378,-0.512748,0.134406,-0.858296,-1.086347,0.209515
2,172,27.041645,4,-1.008298,1.713046,0.977424,-0.990778,0.030117,0.053914
2,167,25.099501,3,0.06098,0.065587,0.719628,-0.034126,0.859703,-2.074599
1,163,21.829952,3,-0.208525,0.047224,-0.322721,-0.198174,0.363799,-1.544132
3,174,20.808561,3,-0.189097,-0.503567,0.473981,0.097489,0.915301,0.289874
2,179,21.222809,3,0.902522,0.595067,-0.041612,-0.190907,-0.441682,0.178194
1,176,19.369835,2,1.303137,0.207876,0.112953,0.198264,-0.49728,-1.488551
1,176,20.338326,3,-0.87573,0.879153,-0.55485,0.17721,0.437476,0.199352
2,175,26.12245,4,-0.199539,0.178366,-0.656221,-0.533567,-0.588157,0.026731
2,172,30.42185,2,-0.198082,0.462451,-1.135293,-0.733254,-0.187703,0.15321
1,160,21.875,3,-0.494543,0.61343,-0.529184,-0.297994,-0.120052,-0.957455
2,163,19.948059,3,0.346999,-0.52193,-1.032627,0.317588,-0.727152,-0.368501
2,177,22.343515,3,-0.320207,1.153074,-0.435748,-0.695267,0.143646,0.011192
2,158,20.028841,2,0.080408,-0.238336,-0.041612,-0.604597,0.121873,-0.050582
2,173,20.047445,2,-1.965164,-0.400461,-1.621005,-0.567962,-0.733179,-0.396533
1,180,24.074074,2,0.758056,0.34869,-0.279323,-0.008467,-0.159904,0.133767
2,164,25.654373,4,0.634474,0.046241,1.777846,1.023601,1.466803,0.080107
2,170,24.221453,4,-1.285331,-0.769289,-0.191962,0.492075,0.490788,0.353834
2,167,21.155294,3,0.102749,0.59605,0.981145,0.837868,0.605725,0.437732
2,170,24.221453,2,-0.248837,-1.315658,-0.826164,-1.095783,0.62983,0.550048
2,167,24.382374,3,-0.055073,-0.342424,-0.184027,-0.372953,1.109941,0.07269
2,172,22.647377,4,0.348455,0.311473,0.44224,-0.447273,0.661323,-0.426036
1,174,25.762981,3,0.099835,0.615395,0.235776,0.772017,-0.441682,-3.611099
2,165,27.54821,3,-0.06333,0.073786,0.071416,-0.799001,0.469015,0.034114
2,165,28.650137,2,0.078951,0.065587,1.258533,-0.019828,1.169279,-1.492142
2,174,35.01123,3,-0.208525,0.206893,-0.285398,0.023313,0.000911,0.087667
1,170,22.49135,3,-0.473659,0.595067,-0.529184,-0.05586,-0.374031,-0.388999
2,160,20.703125,3,-1.791556,1.14291,-2.403696,-2.028264,-0.449161,-3.54353
1,162,28.959,2,1.169113,-1.071738,-1.068089,-0.579216,0.443503,0.183246
3,167,24.023809,4,0.64346,-0.200627,0.643923,0.231471,0.939407,-0.065955
1,167,19.003908,3,0.346999,0.046241,-1.013035,-0.187803,-1.167458,-0.18372
2,181,20.756388,3,0.881637,0.330818,0.719628,-0.824742,0.351746,0.178194
3,173,25.059307,3,-0.452774,-0.465858,-0.03789,0.183789,-0.881987,-0.251011
2,165,22.773186,3,-0.198082,-0.51324,-0.424092,-0.527852,-0.407856,0.242476
2,165,19.834711,3,0.594162,0.59605,-0.826164,-0.715022,-0.187703,0.967343
2,168,19.132652,3,0.768498,0.59605,0.261443,0.87744,-0.634035,0.172057
1,164,27.885187,2,-1.02991,0.736864,-0.598248,-1.140541,-0.320719,-0.096155
2,172,19.943213,3,0.615046,0.312455,0.739219,-0.301049,-0.199756,0.249933
1,174,24.111507,3,0.081865,0.879644,0.251647,-0.202767,-1.005237,-0.427673
1,175,22.530613,2,0.345542,-0.768798,0.216185,-0.169529,0.419397,0.329098
2,173,16.37208,1,1.128801,-0.217024,-1.080239,-1.754167,-1.544686,0.173864
2,175,19.265306,3,1.723179,-0.21899,1.293995,1.009351,1.181332,0.494196
2,170,31.141869,4,0.61359,0.065587,-0.025741,-0.440287,-0.441682,0.209554
2,174,28.405338,3,0.481751,0.311473,-0.17237,-0.568317,-0.286893,-0.025157
2,165,32.69054,3,-0.475116,0.064604,-0.267666,-0.3305,-0.429629,-3.585629
2,173,23.722811,3,-0.226496,0.349181,-1.322164,-0.995869,-1.675415,0.904061
2,160,19.53125,3,0.902522,0.045259,-0.061203,0.065271,-1.017289,0.280934
1,168,22.321428,3,0.070694,0.453761,0.497294,-0.027095,-0.640062,0.173864
1,168,21.258503,2,0.881637,0.879644,-0.78698,-1.217385,-1.489087,0.557712
2,167,19.721037,3,-0.457145,0.328853,-0.041612,0.179532,-0.076507,0.656598
2,173,19.379198,3,-0.759678,0.385907,-0.132128,-1.948518,0.593672,0.378462
2,167,18.645344,3,0.078223,0.189021,-0.39049,-0.521801,-0.429629,-1.894629
1,167,19.721037,4,-2.653983,1.143893,-0.78698,-1.662539,-1.687468,0.042131
2,160,34.375,4,-0.456416,1.286672,0.997016,-0.261533,0.153366,-0.001379
2,176,19.369835,3,-0.199539,0.888825,-0.929395,-0.202341,-0.346231,0.336875
1,173,24.056934,3,-0.18764,0.614413,-0.806572,0.329373,-0.374031,0.06932
1,167,23.665245,4,0.335828,-0.07621,0.737359,-0.006292,0.385572,-0.562671
1,172,21.633316,3,-1.009754,0.330818,-0.287258,0.204388,-0.132105,0.005397
1,160,22.65625,4,-0.06333,0.472124,-1.448709,-0.722045,-1.10812,0.165643
2,180,19.135803,2,-0.342548,0.463434,-0.17237,-0.310023,0.022683,0.2261
2,168,19.486961,3,1.169113,0.047224,-0.232204,0.632377,-1.179511,0.328451
2,174,22.12974,2,0.902522,0.047224,-0.580517,-0.703706,-0.949638,0.314098
2,172,23.661438,3,0.060252,-0.360787,0.364675,-0.213362,0.016657,0.031386
1,159,27.688778,4,0.095465,1.427487,-0.025741,0.149556,0.03469,-1.498838
2,160,22.65625,3,-0.784933,0.879644,-0.600109,-0.835396,0.363799,0.222228
1,171,25.990904,3,-0.351534,0.462943,-0.943405,-0.420813,-0.748972,-0.004905
1,170,25.951557,4,1.169113,-0.238336,-0.806572,-0.173243,-0.683607,0.035916
1,182,25.661152,3,0.089393,0.443106,-0.925674,-0.664783,-0.715146,-2.002932
2,183,28.367523,4,-0.332106,-0.068503,-0.025741,-0.891869,0.177472,-1.879637
2,178,23.98687,3,-0.465402,0.321146,-0.545054,-0.335531,-0.219242,0.217475
2,167,27.609451,3,-0.197354,0.330327,-0.275602,-0.323018,-0.374031,0.260963
2,160,28.90625,3,0.872652,1.173402,-0.303129,-0.88876,-1.259215,0.159829
2,165,18.365473,3,-0.06333,-0.380133,-0.435748,-0.34101,-0.011142,0.29256
2,165,19.100092,3,0.346999,-0.219973,0.461831,0.066286,0.054222,0.058133
2,178,18.937002,3,-0.619582,0.187547,-0.519388,-0.184348,-0.241015,-2.675851
3,166,21.773842,3,0.058795,0.206893,-0.043472,-0.361851,0.524614,0.209914
2,170,19.377163,3,0.088665,0.036569,-0.408221,-0.508416,-0.380057,0.502311
2,164,24.538965,3,0.212246,0.064113,-0.945266,0.077924,0.189524,0.079566
2,160,23.4375,2,1.169113,0.452778,-1.325885,0.643343,-0.854142,0.292204
2,176,22.275311,3,-0.198082,0.026896,-0.293333,-0.352113,0.719254,0.456339
2,163,23.711845,3,-1.153492,0.216566,-0.059343,-0.395929,0.115847,-4.286798
1,174,27.744749,3,0.861481,0.489504,-0.956922,-0.242355,0.995005,0.126548
1,166,26.128611,4,0.068509,-0.636182,0.233916,0.143719,0.369825,-4.286798
2,187,21.447567,3,0.222689,0.329344,-0.136908,-0.597625,-0.374031,-1.42871
2,157,23.530367,3,0.346999,0.329836,-0.303129,-0.080669,-0.386083,-0.502587
2,175,19.265306,2,0.355984,0.735881,-0.02388,-0.469147,-0.181677,0.239831
2,174,21.469151,3,0.078951,-0.237353,-0.287258,-0.173364,-0.441682,-0.318402
2,180,22.530865,3,-0.731993,0.595067,-0.40636,-0.257141,-0.064454,-4.286798
2,173,17.374453,4,-0.03346,0.888334,-0.790701,-0.726339,-0.754998,-2.234935
2,168,23.030045,4,0.346999,0.614413,0.251647,0.588675,-0.132105,0.066354
1,172,20.957273,4,-1.01874,0.879644,0.106878,-0.403729,-0.380057,-0.089217
2,170,21.453287,3,0.080408,1.163238,-0.248075,-0.458778,-1.489087,0.29852
2,168,19.486961,3,-0.486286,-0.085883,-0.283537,-0.165906,-0.429629,0.222064
1,168,24.09297,4,-0.60914,0.055423,-0.55485,-0.734721,-0.225269,-1.855877
2,175,21.87755,3,-0.34182,0.187547,-0.529184,0.147023,-0.50102,0.213306
2,175,27.755102,3,0.881637,-1.90514,-0.216333,-0.936302,-0.925533,-0.008237
1,162,26.672764,3,-0.055073,0.726209,-0.683748,-0.847564,-0.064454,-2.094502
1,172,37.182262,1,-0.999312,-0.777488,0.303546,-0.075307,0.915301,0.251958
2,170,21.799309,3,-0.198082,0.34,0.122749,-0.316047,-0.253068,-0.936685
1,174,23.781214,3,0.327571,0.614413,-1.013035,-0.719025,-1.731013,0.255344
2,180,18.209877,1,0.090122,0.16246,-0.00987,0.302806,-0.159904,-0.033441
2,164,20.449137,4,0.080408,-0.085391,0.085426,0.254205,-0.017169,-0.087211
2,162,32.388355,3,-1.29723,0.481797,-0.211554,-0.428824,1.224878,-0.677713
2,170,28.719723,3,-0.209253,0.736373,-0.164435,-0.230448,-0.203496,0.441959
2,168,27.990362,2,-0.208525,-0.503567,-0.564646,-0.333388,-0.132105,0.198225
2,156,35.338593,2,-0.177926,0.584411,-0.132694,-0.166734,0.360059,-0.164486
2,175,40.816326,3,-0.457145,0.631793,-0.251796,0.584605,-0.485227,0.415956
2,175,23.836735,3,-0.055073,0.451796,-0.70334,-0.465275,-0.358284,0.303254
2,167,28.32658,3,-0.465402,-0.09703,-0.40636,-0.513399,-0.655808,-0.167036
1,167,20.79673,4,-0.475844,-0.370951,-0.174231,-0.14907,0.242836,-0.117928
2,168,30.116213,4,-0.765505,0.309507,-0.216333,-0.284097,-0.052401,-0.689113
2,185,25.420015,3,0.86221,0.879644,-0.006149,-0.161953,-0.993184,0.0127
2,169,20.657539,3,-0.330649,-0.361278,0.390341,-0.357092,-0.132105,0.116841
2,160,33.203125,3,-0.62031,0.339509,-0.30499,-0.180608,0.397624,-0.570727
2,172,21.295294,4,0.757327,0.870462,-0.267666,0.07275,-0.528819,-0.08068
2,162,26.672764,2,-0.073044,0.718993,-1.028906,-1.213396,-1.786611,-0.194764
2,177,19.78997,3,1.437161,-0.217024,-0.529184,-0.544038,-1.247162,-2.089343
1,173,19.379198,3,0.078951,-1.356315,0.267518,0.23983,-0.441682,0.329534
1,163,26.346495,4,-1.277802,0.349181,0.216185,0.585195,0.363799,-0.99276
2,158,26.037495,3,-0.627839,1.021441,-0.414296,-0.33359,-0.810596,0.442099
2,176,16.141529,2,0.635931,0.61343,-0.541333,-0.707757,-1.235109,0.238263
2,164,29.372396,3,-0.444517,0.036569,-0.447898,-0.929837,-0.507046,0.191709
1,165,20.56933,3,-0.148056,0.718993,-0.351306,-1.026379,-0.393517,0.173864
1,175,29.387754,3,-0.742435,0.878661,-0.303129,0.06051,0.248863,-1.89482
1,170,22.145329,3,0.224145,-0.503567,-0.303129,-0.469194,-0.132105,-1.796259
1,175,17.632652,3,-0.743163,0.025913,-0.529184,-0.198341,-0.064454,-0.741492
2,168,21.967121,3,0.901794,-0.494877,-1.181117,-0.780664,-1.030749,-1.077627
2,165,19.467402,4,0.058066,1.030623,-0.62448,0.038596,-0.17939,0.377153
2,164,20.449137,2,0.078951,-1.034029,0.513164,1.115846,-0.132105,0.007052
1,167,21.513859,3,0.346999,-0.21899,0.44224,-0.051857,0.351746,0.475025
2,179,26.840611,3,0.078951,-0.502584,-0.303129,-0.330145,0.43145,-0.895263
1,172,23.999458,3,-0.184726,1.731409,0.290831,1.002816,-0.107999,-0.280756
3,170,23.183392,4,0.76777,-0.939122,-1.040562,-0.446125,-1.743066,-0.200279
2,170,22.49135,3,0.902522,0.444088,-0.769249,0.129762,-1.356072,-0.444316
1,163,34.62682,2,-0.216782,-0.484221,0.042028,-0.647003,0.423137,-0.149352
2,167,21.513859,2,0.080408,0.065587,-0.041612,-0.337035,-0.568671,0.196281
2,170,26.98962,3,0.203261,-0.10572,-0.685609,-0.835986,-0.816623,0.198648
1,165,28.650137,3,0.080408,-0.485204,-0.025741,-0.173364,-0.132105,0.273277
2,172,21.633316,3,0.461595,0.33131,-0.338591,-1.639584,0.23681,-3.983151
1,168,17.71542,3,-0.738793,0.026896,-0.322721,-0.692462,0.363799,0.025374
1,157,24.341759,3,0.881637,0.59605,0.454389,-0.690587,1.157227,0.324199
2,164,29.7442,4,-0.743163,0.063622,-0.061203,-0.578981,1.181332,0.381867
1,168,35.43084,3,0.634474,-0.237353,0.477702,0.065338,0.109821,1.040007
2,172,25.351542,2,0.615046,1.021932,1.276264,0.925584,0.54036,0.255912
2,178,23.671253,4,-0.18764,-0.199644,0.477702,0.307096,0.109821,0.119928
2,158,20.829996,4,0.634474,0.614413,0.75509,0.727725,0.673375,0.281575
2,168,20.549887,3,1.169113,0.594084,-1.310015,0.461156,-1.235109,0.173864
2,156,32.873108,3,1.435704,0.295075,0.568219,-0.815273,-1.743066,-0.32584
1,170,31.141869,3,0.327571,0.597032,-0.025741,-0.87635,-0.187703,0.211538
2,174,24.772097,1,0.881637,0.330818,0.75509,-0.812331,0.109821,0.400232
2,174,21.469151,4,-0.886173,0.300817,-0.55485,0.229698,-0.082487,0.205102
2,175,22.530613,4,0.326114,-0.483238,0.219906,0.29621,0.43145,-0.918041
2,170,29.411764,3,-0.044631,-0.057356,0.5211,1.2789,0.713227,0.167169
2,180,29.320988,4,0.881637,-0.21899,-0.061203,0.431847,0.871756,0.147397
2,180,24.691359,1,-0.208525,0.065587,0.251647,0.199962,-0.132105,-4.286798
2,166,24.314123,4,0.346999,0.329836,0.75509,0.628495,0.109821,0.329457
2,174,22.12974,2,0.594162,0.065587,-0.493721,-0.690118,-0.925533,0.133245
1,167,21.155294,3,-0.475116,-0.238336,0.216185,0.065104,0.419397,-0.978483
1,168,21.967121,4,1.169113,-0.503567,-0.929395,-0.077744,-0.120052,-2.003306
2,168,29.053288,2,0.881637,0.330818,-0.080795,-0.312058,1.423258,0.176515
1,168,26.927437,4,-0.618125,0.065587,0.588869,0.120222,0.915301,0.211238
2,175,27.755102,3,0.040095,0.614413,-0.064925,0.16109,0.296148,-2.430825
2,170,25.951557,4,-0.454231,-0.371443,0.337147,0.584759,1.203105,0.023745
1,169,22.758307,4,0.099835,0.879644,0.013443,0.226356,-0.869934,0.261964
